1.002873282803460600e-03,-5.436697564579767586e-04,7.085039701325990128e-04,-6.712841821168407785e-04,1.593485919677265666e-04,-3.965202070936285194e-04,5.464141781364209279e-04,3.831129029427193062e-04,7.988894615864645813e-04,-3.491416612610005158e-04
1.786437690747253761e-04,-5.633101201873150958e-04,-3.966387799400182155e-04,3.111982731266631566e-04,8.702838697093936299e-05,-7.802191381743082228e-04,2.960979050733892758e-04,3.251217260592435907e-04,4.639342195469466426e-04,-2.706049232449627665e-04
5.853039155472641039e-04,6.908031403677634529e-04,-9.945202088308881954e-05,-5.088741254164169236e-04,-4.077701603429629272e-05,-4.553488438763983437e-04,4.447950470998343233e-06,8.308628281760873887e-05,-2.165180563164514102e-04,-2.443969430608072032e-04
7.144777568960113991e-04,-6.788608206701698304e-04,-3.205074225353801107e-05,-3.395801553517619701e-04,-2.113142004414311564e-04,-3.161145177801712126e-04,-4.758879155489482114e-04,5.596458424218430305e-05,3.062556407603693660e-04,-2.519841551305582118e-04
2.128298354509227351e-04,1.877628596689723023e-04,-8.375549209636351175e-04,4.350953273735128817e-04,-1.994579339723365067e-04,3.148757803601984944e-04,5.536778803562887141e-05,-2.612318655903758582e-04,2.659232404379200027e-04,3.417773649503333855e-04
1.837432813236598351e-04,-3.296417942022490341e-04,7.836659141329297383e-06,9.393815225620657594e-04,-2.157335587128263188e-04,1.324589181496872042e-04,-1.029441351249307064e-03,-7.357654967211576819e-05,-2.698687894933341370e-04,-4.453710928129482605e-04
3.390792661601196574e-04,-1.385603762907991672e-04,-4.836285575318423607e-04,-1.093039518063978945e-03,3.011729182798418103e-04,7.767800160269394596e-04,-6.747784542395084302e-04,7.387213274531757032e-04,6.741291203598531430e-04,3.031375749075860366e-04
-8.046831193032422461e-06,-1.370914247877166045e-04,-1.197712941584823512e-04,-1.247142005833266074e-03,-1.499150386984991344e-04,1.547390274460404053e-04,5.789149708339796484e-04,8.209145180838872680e-04,1.603801003133124316e-04,6.198454159919094565e-05
-1.517107813946973693e-04,-4.153345021603855442e-04,4.133800890492701037e-05,1.848002839603861489e-04,-2.089712339402898173e-04,-1.259930056453261371e-04,5.304882219002491186e-04,5.730068481753520376e-04,4.354942056141168530e-04,-2.090000267377100664e-04
1.935599581215625926e-05,-6.313879781464276425e-04,6.721108037876310322e-04,3.450873161533834729e-04,5.038523767687334539e-04,-3.236906843642388485e-04,-1.451117522962040241e-04,6.113362101756526551e-05,1.475176610054681928e-04,3.920981429050805224e-05
-3.078158834496388225e-04,-2.306462466528882592e-04,5.815576701706818771e-05,5.353192407858626726e-05,-7.060591387891910608e-05,7.948695154412905835e-04,-2.093455743511422168e-04,-4.819956124867525143e-05,1.967436211065820223e-05,-5.909141052804966696e-04
2.806331626202203714e-04,-4.198361964627994624e-05,5.069557164052332192e-04,-5.963951382881643243e-05,-4.906773121363263530e-04,-2.928822902176841255e-05,-1.304278801264844591e-04,2.410438827223202092e-04,-3.890266010936705506e-04,-2.038940581486010429e-04
